CIK,OFFER_TYPE,NAME,LOCATION,SYMBOL,EXCHANGE,FILING_DATE,PRICE_LOW,PRICE_HIGH,AMOUNT,UWRITERS
1674335,IPO,"JELD-WEN Holding, Inc.","Charlotte, NC",JELD,NYSE,2016-06-01,21,23,$661.3 mil.,"Barclays Capital, Citigroup, Credit Suisse, J.P. Morgan, Deutsche Bank Securities, RBC Capital Markets, BofA Securities, Goldman Sachs & Co., Wells Fargo Securities, Baird, FBR, SunTrust Robinson Humphrey"
1651625,IPO,AC Immune SA,"Lausanne, SWITZERLAND",ACIU,Nasdaq NM,2016-05-31,11,13,$68.0 mil.,"Credit Suisse, Jefferies, SVB Leerink"
1674910,IPO,Valvoline Inc.,"Lexington, KY",VVV,NYSE,2016-05-31,20,23,$793.5 mil.,"BofA Securities, Citigroup, Morgan Stanley, Deutsche Bank Securities, Goldman Sachs & Co., J.P. Morgan, Scotia Capital, BTIG, Mizuho Securities USA Inc., PNC Capital Markets LLC, SunTrust Robinson Humphrey"
1414374,IPO,Paragon Commercial Corp,"Raleigh, NC",PBNC,Nasdaq NM,2016-05-26,33,35,$28.8 mil.,"Raymond James, Sandler, O Neill & Partners"
1447669,IPO,Twilio Inc.,"San Francisco, CA",TWLO,NYSE,2016-05-26,12,14,$161.0 mil.,"Goldman Sachs & Co., J.P. Morgan, Allen & Co. Inc., Pacific Crest Securities, JMP Securities, William Blair & Co., Canaccord Genuity"
1453687,IPO,"Selecta Biosciences, Inc.","Watertown, MA",SELB,Nasdaq NM,2016-05-24,14,16,$78.2 mil.,"UBS Investment Bank, Stifel, Canaccord Genuity   , Needham & Company"
1674552,IPO,Highland Acquisition Corp,"Dallas, TX",HLACU,Nasdaq NM,2016-05-23,10,-,$250.0 mil.,Ladenburg Thalmann
1494891,IPO,"Sensus Healthcare, Inc.","Boca Raton, FL",SRTS,Nasdaq NM,2016-05-13,6.25,-,$12.6 mil.,"Northland Capital Markets, Neidiger Tucker Bruner Inc."
1659494,IPO,China Online Education Group,"Beijing, CHINA",COE,NYSE,2016-05-12,18,20,$100.0 mil.,"Morgan Stanley, Credit Suisse"
1527469,IPO,Athene Holding Ltd,"Pembroke, BERMUDA",ATH,NYSE,2016-05-09,38,42,"$1,150.0 mil.","Goldman Sachs & Co., Barclays Capital, Citigroup, Wells Fargo Securities, BofA Securities, BMO Capital Markets, Credit Suisse, Deutsche Bank Securities, J.P. Morgan, Morgan Stanley, B. Riley FBR, BNP PARIBAS, BTIG, Evercore ISI, SunTrust Robinson Humphrey"
1566469,IPO,"NantHealth, Inc.","Culver City, CA",NH,Nasdaq NM,2016-05-06,12.5,15.5,$115.9 mil.,"Jefferies, Cowen, First Analysis Securities Corporation, FBR"
1657197,IPO,"Cotiviti Holdings, Inc.","Atlanta, GA",COTV,NYSE,2016-04-29,17,19,$273.1 mil.,"Goldman Sachs & Co., J.P. Morgan, Barclays Capital, Citigroup, Credit Suisse, Morgan Stanley, RBC Capital Markets, SunTrust Robinson Humphrey"
1653247,IPO,Waitr Holdings Inc.,"Lake Charle, LA",LCAHU,Nasdaq NM,2016-04-28,10,-,$345.0 mil.,"Jefferies, Deutsche Bank Securities"
1612047,IPO,Performance Health Holdings Corp.,"Akron, OH",PHC,Nasdaq NM,2016-04-22,-,-,$100.0 mil.,"Credit Suisse, Jefferies, Baird, UBS Investment Bank, William Blair & Co., SunTrust Robinson Humphrey"
1668428,IPO,CF Corp,"Las Vegas, NV",CFCOU,Nasdaq NM,2016-04-21,10,-,$690.0 mil.,"Citigroup, BofA Securities, Credit Suisse"
1652362,IPO,"Infrastructure & Energy Alternatives, Inc.","Indianapolis, IN",MIIIU,Nasdaq NM,2016-04-19,10,-,$201.3 mil.,Cantor
879682,IPO,"Viveve Medical, Inc.","Sunnyvale, CA",VIVE,Nasdaq NM,2016-04-19,8,-,$14.4 mil.,"Ladenburg Thalmann, Craig-Hallum Capital Group, Maxim Group LLC"
1429386,IPO,"PhaseRx, Inc.","Seattle, WA",PZRX,Nasdaq NM,2016-04-18,5,7,$25.3 mil.,"Laidlaw & Company, Roth Capital Partners"
1638287,IPO,"NeuroBo Pharmaceuticals, Inc.","Boston, MA",GEMP,Nasdaq NM,2016-04-18,10,-,$30.0 mil.,"Jefferies, Cowen, Canaccord Genuity   , Roth Capital Partners"
1659228,IPO,"Bats Global Markets, Inc.","Lenexa, KS",BATS,,2016-04-15,17,19,$290.6 mil.,
1669792,IPO,"AdvancePierre Foods Holdings, Inc.","Blue Ash, OH",APFH,NYSE,2016-04-11,20,23,$492.0 mil.,"Barclays Capital, Credit Suisse, Morgan Stanley, Goldman Sachs & Co., BMO Capital Markets, Deutsche Bank Securities, BofA Securities, Wells Fargo Securities, Houlihan Lokey"
1466026,IPO,Midland States Bancorp Inc.,"Effingham, IL",MSBI,Nasdaq NM,2016-04-11,22,24,$120.0 mil.,"Sandler, O Neill & Partners, Keefe, Bruyette & Woods, D.A. Davidson & Co., Stephens, Inc."
1652130,IPO,"Intellia Therapeutics, Inc.","Cambridge, MA",NTLA,Nasdaq NM,2016-04-11,16,18,$120.0 mil.,"Credit Suisse, Jefferies, SVB Leerink, Wedbush PacGrow Life Sciences"
1538928,IPO,Viamet Pharmaceuticals Holdings LLC,"Durham, NC",VMET,Nasdaq NM,2016-04-08,14,16,$104.9 mil.,"Morgan Stanley, Goldman Sachs & Co., Guggenheim Securities, Needham & Company"
1497350,IPO,"inVentiv Group Holdings, Inc.","Burlington, MA",,,2016-04-05,-,-,$100.0 mil.,"Credit Suisse, Morgan Stanley, Goldman Sachs & Co., Jefferies, Citigroup, BofA Securities, Barclays Capital, Wells Fargo Securities"
1661125,IPO,Yintech Investment Holdings Ltd,"Shanghai, CHINA",YIN,Nasdaq NM,2016-04-04,12.5,14.5,$125.1 mil.,Jefferies
1533615,IPO,Global Medical REIT Inc.,"Bethesda, MD",GMRE,NYSE,2016-04-01,10,12,$125.6 mil.,"Wunderlich Securities, Oppenheimer & Co. Inc., BB&T Capital Markets, Compass Point Research & Trading, LLC, D.A. Davidson & Co."
1670171,IPO,United Guaranty Corp.,"Greensboro, NC",,NYSE,2016-03-30,-,-,$100.0 mil.,
1575965,IPO,"Gaming & Leisure Properties, Inc.","Wyomissing, PA",GLPI,Nasdaq NM,2016-03-28,-,-,$862.5 mil.,"BofA Securities, J.P. Morgan, Wells Fargo Securities"
1656936,IPO,MGM Growth Properties LLC,"Las Vegas, NV",MGP,NYSE,2016-03-22,18,21,"$1,207.5 mil.","BofA Securities, J.P. Morgan, Morgan Stanley"
1659648,IPO,GEF Acquisition Corp,"Bethesda, MD",GEFAU,Nasdaq,2016-03-11,10,-,$115.0 mil.,"Maxim Group LLC, Early Bird Capital"
1666138,IPO,Atkore International Group Inc.,"Harvey, IL",ATKR,NYSE,2016-03-04,20,22,$303.6 mil.,"Credit Suisse, Deutsche Bank Securities, J.P. Morgan, UBS Investment Bank"
1652761,IPO,Hunting Dog Capital Corp.,"San Francisco, CA",HDCC,Nasdaq NM,2016-03-04,-,-,$50.0 mil.,"WR Hambrecht + Co, LLC"
1487843,IPO,Yangtze River Development Ltd,"New York, NY",YERR,NYSE,2016-02-18,-,-,$57.5 mil.,"World Equity Group, Inc."
1588550,IPO,BioLight Life Sciences Ltd.,"Tel Aviv, ISRAEL",BOLT,Nasdaq NM,2016-02-10,4.6,6.6,$10.0 mil.,"Feltl and Company, Inc., Rodman & Renshaw LLC"
1494891,IPO,"Sensus Healthcare, Inc.","Boca Raton, FL",SRTS,Nasdaq NM,2016-02-10,6.25,-,$12.6 mil.,"Northland Capital Markets, Neidiger Tucker Bruner Inc."
1665918,IPO,US Foods Holding Corp,"Rosemont, IL",USFD,NYSE,2016-02-09,21,24,"$1,226.7 mil.","Goldman Sachs & Co., Morgan Stanley, J.P. Morgan, BofA Securities, Citigroup, Credit Suisse, Deutsche Bank Securities, Wells Fargo Securities, KKR"
1660067,IPO,Colony Global Acquisition Corp.,"Los Angeles, CA",CCACU,Nasdaq NM,2016-02-05,10,-,$345.0 mil.,Credit Suisse
1658566,IPO,Silver Run Acquisition Corp,"Houston, TX",SRAQU,Nasdaq NM,2016-01-27,10,-,$460.0 mil.,"Deutsche Bank Securities, Citigroup, Goldman Sachs & Co."
1027838,IPO,"Tactile Systems Technology, Inc.","Minneapolis, MN",TCMD,Nasdaq NM,2016-01-25,10,-,$46.0 mil.,"Piper Jaffray, William Blair & Co., Canaccord Genuity   , BTIG"
1434728,IPO,Global Water Resources Inc.,"Phoenix, AZ",GWRS,Nasdaq NM,2016-01-19,-,-,$5.92 mil.,Roth Capital Partners
1659122,IPO,Rosehill Resources Inc.,"Houston, TX",KLREU,Nasdaq NM,2016-01-19,10,-,$115.0 mil.,Early Bird Capital
1652923,IPO,"AveXis, Inc.","Bannockburn, IL",AVXS,Nasdaq NM,2016-01-15,19,21,$115.0 mil.,"Goldman Sachs & Co., Jefferies, BMO Capital Markets, Chardan Capital Markets"
1649989,IPO,"Outlook Therapeutics, Inc","Cranbury, NJ",ONSIU,Nasdaq NM,2016-01-15,6,-,$74.8 mil.,"Jefferies, Barclays Capital, Cantor"
1616543,IPO,"Senseonics Holdings, Inc.","Germantown, MD",SENS,NYSE,2016-01-13,2.85,-,$73.3 mil.,"SVB Leerink, Canaccord Genuity   , BTIG"
1539029,IPO,"Clearside Biomedical, Inc.","Alpharetta, GA",CLSD,Nasdaq NM,2016-01-08,7,-,$73.6 mil.,"Cowen, Stifel, Needham & Company, Wedbush PacGrow Life Sciences"
1656987,IPO,"OTG EXP, Inc.","New York, NY",OTG,Nasdaq NM,2016-01-07,16,18,$100.0 mil.,"Morgan Stanley, Credit Suisse, Barclays Capital, BMO Capital Markets, KeyBanc Capital Markets"
1517399,IPO,Grupo Supervielle S.A.,"Buenos Aires, ARGENTINA",SUPV,NYSE,2016-01-06,11,13,$311.5 mil.,"Morgan Stanley, BofA Securities, Raymond James"
1566373,IPO,"Spring Bank Pharmaceuticals, Inc.","Milford, MA",SBPH,Nasdaq NM,2016-01-05,13,15,$57.5 mil.,"William Blair & Co., BTIG, Wedbush PacGrow Life Sciences"
1426375,IPO,"Visterra, Inc.","Cambridge, MA",VIST,Nasdaq NM,2016-01-05,12,14,$69.0 mil.,"SVB Leerink, Stifel, Needham & Company, Wedbush PacGrow Life Sciences"
1576915,IPO,Bavarian Nordic A/S / ADR,"Kvistgaard, DENMARK",BAVN,Nasdaq NM,2016-01-04,-,-,$86.3 mil.,"Cowen, Piper Jaffray, Nomura Securities"
1395937,IPO,Syndax Pharmaceuticals Inc,"Waltham, MA",SNDX,Nasdaq NM,2016-01-04,14,16,$81.0 mil.,"Morgan Stanley, Citigroup, JMP Securities, Oppenheimer & Co. Inc."
1628738,IPO,"Audentes Therapeutics, Inc.","San Francisco, CA",BOLD,Nasdaq NM,2016-01-04,14,16,$92.0 mil.,"BofA Securities, Cowen, Piper Jaffray, Wedbush PacGrow Life Sciences"
1650664,IPO,"Editas Medicine, Inc.","Cambridge, MA",EDIT,Nasdaq NM,2016-01-04,16,18,$122.1 mil.,"Morgan Stanley, J.P. Morgan, Cowen, JMP Securities"
1651561,IPO,"Tabula Rasa HealthCare, Inc.","Moorestown, NJ",TRHC,Nasdaq NM,2016-01-04,13,15,$74.2 mil.,"Wells Fargo Securities, UBS Investment Bank, Piper Jaffray, Baird, Stifel"
1358762,IPO,"Reata Pharmaceuticals, Inc.","Irving, TX",RETA,Nasdaq NM,2016-01-04,14,16,$80.0 mil.,"Citigroup, Piper Jaffray, Cowen"
1626971,IPO,"Corvus Pharmaceuticals, Inc.","Burlingame, CA",CRVS,Nasdaq NM,2016-01-04,15,17,$115.0 mil.,"Credit Suisse, Cowen, Guggenheim Securities, Cantor, BTIG"
1471002,IPO,"Cancer Prevention Pharmaceuticals, Inc.","Tucson, AZ",CPP,NYSE,2015-12-23,12,14,$28.8 mil.,Aegis Capital Corp.
1445283,IPO,"Proteostasis Therapeutics, Inc.","Cambridge, MA",PTI,Nasdaq NM,2015-12-23,12,14,$86.3 mil.,"SVB Leerink, RBC Capital Markets, Baird, H.C. Wainwright & Co."
1581987,IPO,TiGenix NV,"Leuven, BELGIUM",TIG,Nasdaq NM,2015-12-22,19.2,-,$60.7 mil.,"BofA Securities, Cowen, Canaccord Genuity   , BTIG"
1618732,IPO,"Nutanix, Inc.","San Jose, CA",NTNX,Nasdaq NM,2015-12-22,13,15,$241.5 mil.,"Goldman Sachs & Co., Morgan Stanley, J.P. Morgan, RBC Capital Markets, Baird, Needham & Company, Oppenheimer & Co. Inc., Pacific Crest Securities, Piper Jaffray, Raymond James, Stifel, William Blair & Co."
1625101,IPO,"Pulse Biosciences, Inc.","Burlingame, CA",PLSE,Nasdaq NM,2015-12-22,4,-,$23.0 mil.,MDB Capital Group LLC
1651235,IPO,"Acacia Communications, Inc.","Maynard, MA",ACIA,Nasdaq NM,2015-12-21,21,23,$119.0 mil.,"Goldman Sachs & Co., BofA Securities, Deutsche Bank Securities, Needham & Company, Cowen, Northland Capital Markets"
1468666,IPO,SecureWorks Corp,"Atlanta, GA",SCWX,Nasdaq NM,2015-12-17,15.5,17.5,$181.1 mil.,"BofA Securities, Morgan Stanley, Goldman Sachs & Co., J.P. Morgan, Barclays Capital, Citigroup, Credit Suisse, RBC Capital Markets, UBS Investment Bank"
727634,IPO,iSign Solutions Inc.,"Redwood Shores, CA",ISGN,Nasdaq NM,2015-12-17,-,-,$11.5 mil.,Joseph Gunnar & Co LLC
1633438,IPO,Azure Power Global Ltd,"New Delhi, INDIA",AZRE,NYSE,2015-12-16,21,23,$90.2 mil.,"Barclays Capital, Credit Suisse, Roth Capital Partners"
1634447,IPO,Jensyn Acquisition Corp.,"Freehold, NJ",JSYN,Nasdaq NM,2015-11-23,10,-,$46.0 mil.,Chardan Capital Markets
1655937,IPO,Pulte Acquisition Corp.,"Chicago, IL",PLTE,Nasdaq NM,2015-11-17,10,-,$80.5 mil.,Chardan Capital Markets
1631761,IPO,Yirendai Ltd.,"Beijing, CHINA",YRD,NYSE,2015-11-16,9,11,$94.9 mil.,"Morgan Stanley, Credit Suisse, China Renaissance Securities, Needham & Company"
1638851,IPO,"Inpellis, Inc.","Haddonfield, NJ",INPL,Nasdaq NM,2015-11-12,-,-,$20.0 mil.,"Alexander Capital, L.P."
1362687,IPO,"SurgiQuest, Inc.","Milford, CT",,,2015-11-10,-,-,$75.0 mil.,"Piper Jaffray, Canaccord Genuity   , Stifel"
1650372,IPO,Atlassian Corp Plc,"London, UNITED KINGDOM",TEAM,Nasdaq NM,2015-11-09,19,20,$506.0 mil.,"Goldman Sachs & Co., Morgan Stanley, Allen & Co. Inc., UBS Investment Bank, Jefferies, Canaccord Genuity   , JMP Securities, Raymond James, William Blair & Co."
1651094,IPO,"Elevate Credit, Inc.","Fort Worth, TX",ELVT,NYSE,2015-11-09,6.5,-,$92.7 mil.,"UBS Investment Bank, Credit Suisse, Jefferies, Stifel, William Blair & Co."
1639611,IPO,"AmeriQuest, Inc.","Cherry Hill, NJ",AMQ,Nasdaq NM,2015-11-09,11,13,$92.0 mil.,"Raymond James, Stephens, Inc., Baird, William Blair & Co."
1657815,IPO,Dundon Capital Acquisition Corp,"Dallas,, TX",DCAU,Nasdaq NM,2015-11-09,5.75,-,$460.0 mil.,UBS Investment Bank
1290677,IPO,"Turning Point Brands, Inc.","Louisville, KY",TPB,NYSE,2015-11-05,13,15,$10.0 mil.,FBR
1651530,IPO,"Shimmick Construction Company, Inc.","Oakland, CA",SCCI,Nasdaq NM,2015-11-04,11,13,$86.3 mil.,"FBR, BB&T Capital Markets, D.A. Davidson & Co."
1345099,IPO,"Mesoblast, Inc.","Melbourne, AUSTRALIA",MESO,Nasdaq NM,2015-11-02,8,-,$79.9 mil.,"J.P. Morgan, Credit Suisse, Maxim Group LLC, Ladenburg Thalmann"
1652414,IPO,PMV Acquisition Corp.,"Rye, NY",PMVU,Nasdaq NM,2015-10-23,10,-,$115.0 mil.,Cantor
1647513,IPO,Noble Midstream Partners LP,"Houston, TX",NBLX,NYSE,2015-10-22,19,21,$21.6 mil.,"Barclays Capital, Baird, J.P. Morgan"
1653136,IPO,Viventia Bio Inc.,"Winnipeg, MB, CANADA",VITA,Nasdaq NM,2015-10-21,-,-,$86.3 mil.,"SVB Leerink, Cowen, Guggenheim Securities"
1422143,IPO,"Kura Oncology, Inc.","La Jolla, CA",KURA,Nasdaq NM,2015-10-20,16,-,$86.3 mil.,"Citigroup, SVB Leerink, JMP Securities, Oppenheimer & Co. Inc."
1648189,IPO,"Truck Hero, Inc.","Ann Arbor, MI",TRUK,NYSE,2015-10-19,17,19,$242.8 mil.,"J.P. Morgan, Baird, BofA Securities, KeyBanc Capital Markets, Raymond James, Stifel, SunTrust Robinson Humphrey"
1648798,IPO,"Ballast Point Brewing & Spirits, Inc.","San Diego, CA",PINT,Nasdaq NM,2015-10-19,-,-,$172.5 mil.,"Goldman Sachs & Co., Morgan Stanley, Baird, BMO Capital Markets, Cowen, Nomura Securities"
1651311,IPO,Merus N.V.,"CH Utrecht, NETHERLANDS",MRUS,Nasdaq NM,2015-10-19,14,16,$79.7 mil.,"Citigroup, Jefferies, Guggenheim Securities, Wedbush PacGrow Life Sciences"
1397016,IPO,Optex Systems Holdings Inc.,"Richardson, TX",OPXS,Nasdaq NM,2015-10-18,-,-,$13.8 mil.,"Chardan Capital Markets, Joseph Gunnar & Co LLC"
1651595,IPO,Basilea Pharmaceutica Ltd.,"Basel, SWITZERLAND",BSLN,Nasdaq NM,2015-10-16,-,-,$189.5 mil.,"Cowen, Guggenheim Securities, Baird, SunTrust Robinson Humphrey, BTIG"
1614508,IPO,TransFirst Inc.,"Hauppauge, NY",TF,Nasdaq NM,2015-10-16,-,-,$100.0 mil.,"Goldman Sachs & Co., J.P. Morgan, Credit Suisse, Barclays Capital, Citigroup, Jefferies, RBC Capital Markets"
1648257,IPO,Hutchison China MediTech Ltd,"Hong Kong, HONG KONG",HCM,Nasdaq NM,2015-10-16,16.33,-,$115.0 mil.,"BofA Securities, Deutsche Bank Securities"
1575189,IPO,"Match Group, Inc.","Dallas, TX",MTCH,Nasdaq NM,2015-10-16,12,14,$536.7 mil.,"J.P. Morgan, Allen & Co. Inc., BofA Securities"
1337425,IPO,Ellipse Technologies Inc,"Aliso Viejo, CA",MGEC,Nasdaq NM,2015-10-16,-,-,$75.0 mil.,"Piper Jaffray, William Blair & Co., Canaccord Genuity   , Oppenheimer & Co. Inc."
1644675,IPO,Mimecast Ltd,"London, UNITED KINGDOM",MIME,Nasdaq NM,2015-10-16,10,12,$107.0 mil.,"Goldman Sachs & Co., Barclays Capital, Jefferies, RBC Capital Markets, Oppenheimer & Co. Inc."
1651308,IPO,"BeiGene, Ltd.","Grand Cayman, CAYMAN ISLANDS",BGNE,Nasdaq NM,2015-10-16,22,24,$152.1 mil.,"Goldman Sachs & Co., Morgan Stanley, Cowen, Baird"
1492422,IPO,"Apellis Pharmaceuticals, Inc.","Crestwood, KY",APLS,Nasdaq NM,2015-10-14,13,15,$184.8 mil.,"Citigroup, J.P. Morgan, Evercore ISI"
1512673,IPO,"Square, Inc.","San Francisco, CA",SQ,NYSE,2015-10-14,11,13,$403.7 mil.,"Goldman Sachs & Co., Morgan Stanley, J.P. Morgan"
1648741,IPO,congatec Holding AG,"Deggendorf, GERMANY",CONG,Nasdaq NM,2015-10-14,10,12,$60.0 mil.,"Stifel, Needham & Company, Canaccord Genuity   , JMP Securities"
1579428,IPO,"Axsome Therapeutics, Inc.","New York, NY",AXSM,Nasdaq NM,2015-10-13,11,13,$63.5 mil.,Ladenburg Thalmann
1653653,IPO,"Red Rock Resorts, Inc.","Las Vegas, NV",RRR,Nasdaq NM,2015-10-13,18,21,$658.1 mil.,"Deutsche Bank Securities, J.P. Morgan, BofA Securities, Goldman Sachs & Co."
1631574,IPO,Wave Life Sciences Pte Ltd,"Singapore, SINGAPORE",WVE,Nasdaq NM,2015-10-09,15,17,$97.8 mil.,"Jefferies, SVB Leerink"
1640266,IPO,"Voyager Therapeutics, Inc.","Cambridge, MA",VYGR,Nasdaq NM,2015-10-09,15,17,$91.6 mil.,"Cowen, Piper Jaffray, Nomura Securities, Wedbush PacGrow Life Sciences"
1227500,IPO,"Equity Bancshares, Inc.","Wichita, KS",EQBK,Nasdaq NM,2015-10-09,22,24,$49.4 mil.,"Keefe, Bruyette & Woods, Stephens, Inc."
1355754,IPO,"Instructure, Inc.","Salt Lake City, UT",INST,NYSE,2015-10-09,16,18,$91.1 mil.,"Morgan Stanley, Goldman Sachs & Co., Jefferies, Needham & Company, Oppenheimer & Co. Inc., Raymond James"
1651502,IPO,"loanDepot, Inc.","Foothill Ranch, CA",LDI,NYSE,2015-10-08,16,18,$621.0 mil.,"Morgan Stanley, Goldman Sachs & Co., Wells Fargo Securities, Barclays Capital, UBS Investment Bank, BMO Capital Markets"
1650588,IPO,"Nordic Realty Trust, Inc.","New York, NY",NORT,Nasdaq NM,2015-10-07,15,-,$75.0 mil.,Wunderlich Securities
1649744,IPO,Duluth Holdings Inc.,"Belleville, WI",DLTH,Nasdaq NM,2015-10-06,14,16,$122.7 mil.,"William Blair & Co., Baird, Raymond James, BMO Capital Markets"
1122051,IPO,"Xtera Communications, Inc.","Allen, TX",XCOM,Nasdaq NM,2015-10-05,5,-,$69.6 mil.,"Needham & Company, Cowen, BMO Capital Markets"
1291520,IPO,PLx Pharma Inc.,"Houston, TX",PLXP,Nasdaq NM,2015-10-05,17,19,$20.0 mil.,"Maxim Group LLC, Raymond James, Janney Montgomery Scott, LLC"
912766,IPO,"Laureate Education, Inc.","Baltimore, MD",LAUR,Nasdaq NM,2015-10-02,17,20,$667.0 mil.,"Credit Suisse, Morgan Stanley, Barclays Capital, J.P. Morgan, BMO Capital Markets, Citigroup, KKR, Goldman Sachs & Co."
1611787,IPO,Advanced Accelerator Applications S.A.,"Saint Genis Pouilly, FRANCE",AAAP,Nasdaq NM,2015-10-01,15,17,$91.7 mil.,"Citigroup, Jefferies, Canaccord Genuity   , JMP Securities"
1652320,IPO,NB Capital Acquisition Corp.,"New York, NY",NBCPU,Nasdaq NM,2015-10-01,10,-,$287.5 mil.,Citigroup
1552451,IPO,MyoKardia Inc,"South San Francisco, CA",MYOK,Nasdaq NM,2015-09-28,15,17,$91.6 mil.,"Credit Suisse, Cowen, BMO Capital Markets, Wedbush PacGrow Life Sciences"
1422841,IPO,AquaVenture Holdings LLC,"Tampa, FL",WAAS,NYSE,2015-09-25,18,20,$149.5 mil.,"Citigroup, Deutsche Bank Securities, RBC Capital Markets, Canaccord Genuity   , Raymond James"
1638688,IPO,Bioceres S.A.,"Santa Fe, ARGENTINA",BIOX,NYSE,2015-09-24,10,12,$206.8 mil.,"Jefferies, Piper Jaffray, Santander, SunTrust Robinson Humphrey"
164238,IPO,"ETRE Residential, LLC","New York, NY",EPNT,Nasdaq NM,2015-09-22,10,-,$37.7 mil.,
1652101,IPO,Andina Acquisition Corp. II,"New York, NY",ANDA,Nasdaq NM,2015-09-18,10,-,$46.0 mil.,Early Bird Capital
1595552,IPO,"Peekay Boutiques, Inc.","Auburn, WA",PKAY,Nasdaq NM,2015-09-18,-,-,$50.0 mil.,
1592288,IPO,"Dimension Therapeutics, Inc.","Cambridge, MA",DMTX,Nasdaq NM,2015-09-14,14,16,$101.2 mil.,"Goldman Sachs & Co., Citigroup, Wells Fargo Securities, Canaccord Genuity   , Cantor"
1395848,IPO,Adesto Technologies Corp.,"Sunnyvale, CA",IOTS,Nasdaq NM,2015-09-14,7,-,$56.6 mil.,"Needham & Company, Oppenheimer & Co. Inc., Roth Capital Partners"
1651035,IPO,"PSAV, Inc.","Schiller Park, IL",PSAV,NYSE,2015-09-10,12,13,$212.2 mil.,"Goldman Sachs & Co., Morgan Stanley, Barclays Capital, Credit Suisse, Macquarie Capital , Piper Jaffray, William Blair & Co."
1370053,IPO,"AnaptysBio, Inc.","San Diego, CA",ANAB,Nasdaq NM,2015-09-09,14,16,$86.3 mil.,"BMO Capital Markets, Stifel, JMP Securities, Wedbush PacGrow Life Sciences"
1646228,IPO,At Home Group Inc.,"Plano, TX",HOME,NYSE,2015-09-04,14,16,$159.5 mil.,"BofA Securities, Goldman Sachs & Co., Jefferies, Morgan Stanley, Evercore ISI, Guggenheim Securities, William Blair & Co."
1651444,IPO,"McGraw-Hill Education, Inc.","New York, NY",MHED,,2015-09-04,-,-,$100.0 mil.,
160676,IPO,PointClickCare Corp.,"Mississauga, Ontario, CANADA",PCLK,Nasdaq NM,2015-09-03,-,-,$100.0 mil.,"J.P. Morgan, Goldman Sachs & Co., RBC Capital Markets, William Blair & Co., Canaccord Genuity"
1649678,IPO,IC Power Pte. Ltd.,"Millenia Tower, SINGAPORE",ICP,NYSE,2015-08-31,12,15,$447.0 mil.,"BofA Securities, Credit Suisse, Goldman Sachs & Co., UBS Investment Bank, HSBC, Scotiabank / Howard Weil, Credicorp Capital"
1645113,IPO,Novocure Ltd,"St. Helier, Jersey, UNITED KINGDOM",NVCR,Nasdaq NM,2015-08-31,26,29,$416.9 mil.,"J.P. Morgan, Deutsche Bank Securities, Evercore ISI, Wells Fargo Securities, JMP Securities, Wedbush PacGrow Life Sciences"
1498068,IPO,"American Renal Associates Holdings, Inc.","Beverly, MA",ARA,NYSE,2015-08-31,20,23,$198.4 mil.,"BofA Securities, Barclays Capital, Goldman Sachs & Co., Wells Fargo Securities, SunTrust Robinson Humphrey, SVB Leerink"
1598816,IPO,PharMedium Healthcare Corp,"Lake Forest, IL",PMHC,NYSE,2015-08-31,-,-,$100.0 mil.,"Credit Suisse, BofA Securities, J.P. Morgan, Goldman Sachs & Co., Morgan Stanley, Baird"
1641908,IPO,"Sancilio Pharmaceuticals Company, Inc.","Riviera Beach, FL",SPCI,Nasdaq NM,2015-08-31,-,-,$86.3 mil.,"UBS Investment Bank, Piper Jaffray, JMP Securities, FBR"
1648955,IPO,Capitol Acquisition Corp. III,"Washington, DC",CLACU,Nasdaq NM,2015-08-31,10,-,$402.5 mil.,Citigroup
1645113,IPO,Novocure Ltd,"St. Helier, Jersey, UNITED KINGDOM",NVCR,Nasdaq NM,2015-08-31,23,24,$207.0 mil.,"J.P. Morgan, Deutsche Bank Securities, Evercore ISI"
1634432,IPO,Strongbridge Biopharma plc,"Trevose, PA",SBBP,Nasdaq NM,2015-08-28,10,-,$28.8 mil.,"BofA Securities, Stifel, JMP Securities, Roth Capital Partners"
1501989,IPO,"CytomX Therapeutics, Inc.","South San Francisco, CO",CTMX,Nasdaq NM,2015-08-28,14,16,$122.7 mil.,"BofA Securities, Jefferies, Cowen, Oppenheimer & Co. Inc."
1641279,IPO,Bebuzee Ltd.,"Bournemouth, UNITED KINGDOM",,OTC BB,2015-08-26,-,-,$35.0 mil.,
1651347,IPO,"Acelity Holdings, Inc.","San Antonio, TX",,NYSE,2015-08-26,-,-,$100.0 mil.,"J.P. Morgan, Goldman Sachs & Co., BofA Securities, Morgan Stanley, Barclays Capital, Credit Suisse, RBC Capital Markets, UBS Investment Bank"
1602294,IPO,Advanced Inhalation Therapies (AIT) Ltd.,"Rehovot, ISRAEL",AITPU,Nasdaq NM,2015-08-25,15,-,$34.5 mil.,Aegis Capital Corp.
