CIK,OFFER_TYPE,NAME,LOCATION,SYMBOL,EXCHANGE,FILING_DATE,PRICE_LOW,PRICE_HIGH,AMOUNT,UWRITERS
1660134,IPO,"Okta, Inc.","San Francisco, CA",OKTA,Nasdaq NM,2017-03-13,15,17,$215.1 mil.,"Goldman Sachs & Co., J.P. Morgan, Allen & Co. Inc., Pacific Crest Securities, Canaccord Genuity   , JMP Securities"
1692427,IPO,"NCS Multistage Holdings, Inc.","Houston, TX",NCSM,Nasdaq NM,2017-03-09,15,18,$196.7 mil.,"Credit Suisse, Citigroup, Wells Fargo Securities, J.P. Morgan, Simmons & Company International, Raymond James, RBC Capital Markets, Tudor, Pickering, Holt & Co."
1419041,IPO,Tocagen Inc.,"San Diego, CA",TOCA,Nasdaq NM,2017-03-09,10,12,$100.1 mil.,"SVB Leerink, Evercore ISI, Stifel"
1695098,IPO,Modern Media Acquisition Corp.,"Atlanta, GA",MMDMU,Nasdaq NM,2017-03-08,10,-,$250.0 mil.,Macquarie Capital
1691303,IPO,"Warrior Met Coal, LLC","Brookwood, AL",HCC,NYSE,2017-03-07,17,19,$364.2 mil.,"Credit Suisse, Citigroup, Morgan Stanley, BMO Capital Markets, RBC Capital Markets, Apollo Global Securities, LLC, Clarksons Platou Securities, KKR"
1692787,IPO,Kayne Anderson Acquisition Corp,"Houston, TX",KAACU,Nasdaq NM,2017-03-07,10,-,$402.5 mil.,"Citigroup, Deutsche Bank Securities, Credit Suisse"
1693256,IPO,"Select Energy Services, Inc.","Gainesville, TX",WTTR,NYSE,2017-03-02,15,18,$219.4 mil.,"Credit Suisse, FBR, Wells Fargo Securities, BofA Securities, Citigroup, J.P. Morgan, Deutsche Bank Securities, RBC Capital Markets, Simmons & Company International"
1690769,IPO,Silver Run Acquisition Corp II,"Houston, TX",SRUNU,Nasdaq NM,2017-03-02,10,-,$460.0 mil.,"Citigroup, Credit Suisse, Deutsche Bank Securities"
1699150,IPO,"Gardner Denver Holdings, Inc.","Milwaukee, WI",GDI,NYSE,2017-02-28,23,26,"$1,234.9 mil.","Goldman Sachs & Co., Citigroup, UBS Investment Bank, KKR, Simmons & Company International, Deutsche Bank Securities, Baird, Credit Suisse, Morgan Stanley"
1689923,IPO,"Alteryx, Inc.","Irvine, CA",AYX,NYSE,2017-02-24,12,14,$144.9 mil.,"Goldman Sachs & Co., J.P. Morgan, Pacific Crest Securities, William Blair & Co., JMP Securities, Raymond James, Cowen"
1698209,IPO,Vantage Energy Acquisition Corp.,"Irving, TX",VEACU,Nasdaq NM,2017-02-17,10,-,$460.0 mil.,Citigroup
1374684,IPO,"MuleSoft, Inc.","San Francisco, CA",MULE,NYSE,2017-02-17,14,16,$209.3 mil.,"Goldman Sachs & Co., J.P. Morgan, BofA Securities, Allen & Co. Inc., Barclays Capital, Jefferies, Canaccord Genuity   , Piper Jaffray, William Blair & Co."
1670349,IPO,Matlin & Partners Acquisition Corp,"New Canaan, CT",MPACU,Nasdaq NM,2017-02-15,10,-,$345.0 mil.,Cantor
1694028,IPO,Liberty Oilfield Services Inc.,"Denver, CO",LBRT,NYSE,2017-02-14,14,16,$197.1 mil.,"Morgan Stanley, Goldman Sachs & Co., Wells Fargo Securities, Citigroup, J.P. Morgan, Evercore ISI, Simmons & Company International, Tudor, Pickering, Holt & Co."
1494582,IPO,Boston Omaha Corp.,"Boston, MA",BOMN,Nasdaq NM,2017-02-13,12,14,$88.6 mil.,Cowen
1687932,IPO,"J.Jill, Inc.","Quincy, MA",JILL,NYSE,2017-02-10,14,16,$214.7 mil.,"BofA Securities, Morgan Stanley, Jefferies, Deutsche Bank Securities, RBC Capital Markets, UBS Investment Bank, Wells Fargo Securities, Cowen, Macquarie Capital , SunTrust Robinson Humphrey"
1529463,IPO,"FTS International, Inc.","Fort Worth, TX",FTSI,NYSE,2017-02-10,15,18,$313.6 mil.,"Credit Suisse, Morgan Stanley, Wells Fargo Securities, Barclays Capital, Citigroup, Evercore ISI"
1507079,IPO,"Floor & Decor Holdings, Inc.","Smyrna, GA",FND,NYSE,2017-02-10,16,18,$182.6 mil.,"BofA Securities, Barclays Capital, Credit Suisse, UBS Investment Bank, Goldman Sachs & Co., Jefferies, Piper Jaffray, Wells Fargo Securities, Houlihan Lokey"
1136174,IPO,"Catasys, Inc.","Los Angeles, CA",CATS,Nasdaq NM,2017-02-10,8.4,-,$15.0 mil.,Joseph Gunnar & Co LLC
1680247,IPO,ProPetro Holding Corp.,"Midland, TX",PUMP,NYSE,2017-02-08,16,19,$437.0 mil.,"Goldman Sachs & Co., Barclays Capital, Credit Suisse, J.P. Morgan, Evercore ISI, RBC Capital Markets, Simmons & Company International, Raymond James, Tudor, Pickering, Holt & Co., Deutsche Bank Securities, Johnson Rice & Company"
1432364,IPO,Azul S.A.,"São Paulo, SP, BRAZIL",AZUL,NYSE,2017-02-06,-,-,$573.0 mil.,"Citigroup, Deutsche Bank Securities, Itaú BBA, Banco do Brasil Securities LLC, Bradesco BBI, J.P. Morgan, Raymond James, Santander"
1619250,IPO,Valeritas Holdings Inc.,"Bridgewate, NJ",VLRX,Nasdaq NM,2017-02-06,9,11,$75.9 mil.,"Cowen, Wedbush PacGrow Life Sciences, Roth Capital Partners, B. Riley FBR"
1023994,IPO,"SG Blocks, Inc.","Brooklyn, NY",SGBX,Nasdaq NM,2017-02-06,5,6,$15.2 mil.,Joseph Gunnar & Co LLC
1564408,IPO,Snap Inc.,"Venice, CA",SNAP,NYSE,2017-02-02,14,16,"$3,680.0 mil.","Morgan Stanley, Goldman Sachs & Co., J.P. Morgan, Deutsche Bank Securities, Barclays Capital, Credit Suisse, Allen & Co. Inc."
1433642,IPO,Hamilton Lane Inc.,"Bala Cynwyd, PA",HLNE,Nasdaq NM,2017-02-01,15,17,$232.2 mil.,"J.P. Morgan, Morgan Stanley, Goldman Sachs & Co., Keefe, Bruyette & Woods, Wells Fargo Securities"
1688941,IPO,"Foundation Building Materials, Inc.","Tustin, CA",FBM,NYSE,2017-01-13,17,19,$279.7 mil.,"Deutsche Bank Securities, Barclays Capital, RBC Capital Markets, Citigroup, Baird, Raymond James, Stephens, Inc., SunTrust Robinson Humphrey, William Blair & Co."
1687229,IPO,Invitation Homes Inc.,"Dallas, TX",INVH,NYSE,2017-01-06,18,21,"$1,859.6 mil.","Deutsche Bank Securities, J.P. Morgan, BofA Securities, Goldman Sachs & Co., Wells Fargo Securities, Credit Suisse, Morgan Stanley, RBC Capital Markets, Blackstone Capital Markets, BTIG, Evercore ISI, FBR, JMP Securities, Keefe, Bruyette & Woods, Raymond "
1657788,IPO,"Kimbell Royalty Partners, LP","Fort Worth, TX",KRP,NYSE,2017-01-06,19,21,$120.8 mil.,"Raymond James, RBC Capital Markets, Stifel, Stephens, Inc., Wunderlich Securities"
1688765,IPO,"Braeburn Pharmaceuticals, Inc.","Princeton, NJ",BBRX,Nasdaq NM,2016-12-30,18,21,$150.0 mil.,"J.P. Morgan, BofA Securities, Deutsche Bank Securities, Canaccord Genuity"
1640455,IPO,"Jounce Therapeutics, Inc.","Cambridge, MA",JNCE,Nasdaq NM,2016-12-30,13,15,$92.5 mil.,"J.P. Morgan, Cowen, Wells Fargo Securities, Baird"
1685316,IPO,ObsEva SA,"Geneva, SWITZERLAND",OBSV,Nasdaq NM,2016-12-30,14,16,$118.7 mil.,"Credit Suisse, Jefferies, SVB Leerink"
1687187,IPO,"Ramaco Resources, Inc.","Lexington, KY",METC,Nasdaq NM,2016-12-29,12,15,$103.5 mil.,"Credit Suisse, Jefferies, BMO Capital Markets, Clarksons Platou Securities, Seaport Global Securities"
1435043,IPO,"AppDynamics, Inc.","San Francisco, CA",APPD,Nasdaq NM,2016-12-28,12,14,$193.2 mil.,"Morgan Stanley, Goldman Sachs & Co., J.P. Morgan, Barclays Capital, UBS Investment Bank, Wells Fargo Securities, William Blair & Co., JMP Securities"
1683695,IPO,Fintech Acquisition Corp. II,"Philadelphia, PA",FNTEU,Nasdaq NM,2016-12-23,10,-,$155.3 mil.,"Cantor, Northland Capital Markets"
1692063,IPO,"Schneider National, Inc.","Green Bay, WI",SNDR,NYSE,2016-12-22,18,20,$665.8 mil.,"Morgan Stanley, UBS Investment Bank, BofA Securities, Citigroup, Credit Suisse, J.P. Morgan, Wells Fargo Securities"
1685872,IPO,Kleopatra Holdings 2 S.C.A. (Klöckner Pentaplast,"Luxembourg, LUXEMBOURG",KP,NYSE,2016-12-21,-,-,$100.0 mil.,"Citigroup, Credit Suisse, Goldman Sachs & Co., BofA Securities, Baird, Jefferies"
1660046,IPO,Immuron Ltd.,"Victoria, AUSTRALIA",IMRN,Nasdaq NM,2016-12-21,15.74,-,$8.75 mil.,"Joseph Gunnar & Co LLC, Rodman & Renshaw LLC, WallachBeth Capital, LLC"
1685715,IPO,Jagged Peak Energy Inc.,"Denver, CO",JAG,NYSE,2016-12-19,16,18,$791.3 mil.,"Citigroup, Credit Suisse, J.P. Morgan, Goldman Sachs & Co., RBC Capital Markets, Wells Fargo Securities"
1688476,IPO,"Keane Group, Inc.","Houston, TX",FRAC,NYSE,2016-12-14,17,19,$364.9 mil.,"Citigroup, Morgan Stanley, BofA Securities, J.P. Morgan, Wells Fargo Securities, Simmons & Company International, Houlihan Lokey, Guggenheim Securities"
1682745,IPO,"Gores Holdings II, Inc.","Beverly Hills, CA",GSHTU,Nasdaq NM,2016-12-09,10,-,$431.3 mil.,Deutsche Bank Securities
1691004,IPO,JBS Foods International B.V.,"Amstelveen, NETHERLANDS",JBS,NYSE,2016-12-05,-,-,$500.0 mil.,
1631825,IPO,"Presidio, Inc.","New York, NY",PSDO,Nasdaq NM,2016-11-22,14,16,$306.7 mil.,"J.P. Morgan, Citigroup, Barclays Capital, RBC Capital Markets, Credit Suisse, Goldman Sachs & Co., Wells Fargo Securities, Evercore ISI, Guggenheim Securities, Apollo Global Securities, LLC, LionTree"
1681682,IPO,ENDRA Life Sciences Inc.,"Ann Arbor, MI",NDRAU,Nasdaq NM,2016-11-21,5,5.5,$8.86 mil.,Dougherty &  Company
1637666,IPO,Optiv Inc.,"Denver, CO",OPTV,Nasdaq NM,2016-11-18,-,-,$100.0 mil.,"Morgan Stanley, Goldman Sachs & Co., Barclays Capital, Citigroup, Blackstone Capital Markets, Raymond James, William Blair & Co., Evercore ISI, PJT Partners LP"
1689662,IPO,Ardagh Group S.A.,"Luxembourg, LUXEMBOURG",ARD,NYSE,2016-11-17,17,20,$372.6 mil.,"Citigroup, Deutsche Bank Securities, Goldman Sachs & Co., Barclays Capital, Credit Suisse, J.P. Morgan, Davy, Wells Fargo Securities"
1677940,IPO,BeyondSpring Inc.,"New York, NY",BYSI,Nasdaq NM,2016-11-15,20,22,$3.49 mil.,Rodman & Renshaw LLC
1652535,IPO,"Ichor Holdings, Ltd.","Fremont, CA",ICHR,Nasdaq NM,2016-11-14,12,14,$92.6 mil.,"Deutsche Bank Securities, Stifel, RBC Capital Markets, Cowen, Needham & Company"
1683825,IPO,travel B.V. (Trivago),"Düsseldorf, ",TRVG,Nasdaq NM,2016-11-14,13,15,$492.1 mil.,"J.P. Morgan, Goldman Sachs & Co., Morgan Stanley, Allen & Co. Inc., BofA Securities, Citigroup, Deutsche Bank Securities, Cowen, Guggenheim Securities"
1684971,IPO,"Gadsden Growth Properties, Inc.","Scottsdale, AZ",GADS,NYSE,2016-11-11,9,11,$40.3 mil.,National Securities
1681714,IPO,WildHorse Resource Development Corporation,"Houston, TX",WRD,NYSE,2016-11-10,19,21,$664.1 mil.,"Barclays Capital, BofA Securities, BMO Capital Markets, Citigroup, Wells Fargo Securities"
1686330,IPO,"JWiz, Inc.","Kew Gardens, NY",JWIZ,Nasdaq NM,2016-11-10,-,-,$11.5 mil.,Joseph Gunnar & Co LLC
1429764,IPO,Blink Charging Co.,"Hollywood, FL",BLNK,Nasdaq NM,2016-11-07,5,-,$26.5 mil.,"Joseph Gunnar & Co LLC, Benchmark"
1680873,IPO,HF Foods Group Inc.,"Greensboro, NC",STACU,Nasdaq NM,2016-10-28,10,-,$46.0 mil.,Chardan Capital Markets
1682220,IPO,Sachem Capital Corp.,"Branford, CT",SACH,NYSE,2016-10-28,5,-,$17.3 mil.,"Joseph Gunnar & Co LLC, Axiom Capital Management, Inc."
1687221,IPO,"REV Group, Inc.","Milwaukee, WI",REVG,NYSE,2016-10-24,19,21,$301.9 mil.,"Goldman Sachs & Co., Morgan Stanley, Baird, BMO Capital Markets, Credit Suisse, Deutsche Bank Securities, Jefferies, Wells Fargo Securities, Stifel"
1631487,IPO,CollPlant Holdings Ltd.,"Ness-Ziona, ISRAEL",CLGN,Nasdaq NM,2016-10-21,6.23,-,$25.1 mil.,"Ladenburg Thalmann, Roth Capital Partners"
1677576,IPO,"Innovative Industrial Properties, Inc.","San Diego, CA",IIPR,NYSE,2016-10-17,20,-,$201.3 mil.,"Ladenburg Thalmann, Compass Point Research & Trading, LLC"
1675776,IPO,Eagle Acquisition Corp.,"Radnor, PA",IGLEU,Nasdaq NM,2016-10-14,10,-,$172.5 mil.,"Stifel, FBR, Stephens, Inc."
1675776,IPO,Eagleline Acquisition Corp.,"Radnor, PA",IGLEU,,2016-10-14,10,-,$172.5 mil.,"Stifel, FBR, Stephens, Inc."
1681206,IPO,"NI Holdings, Inc.","Fargo, ND",NODK,Nasdaq NM,2016-10-11,-,-,$103.5 mil.,Griffin Financial Group
1679450,IPO,Hunter Maritime Acquisition Corp.,"Majuro, MARSHALL ISLANDS",HUNTU,Nasdaq NM,2016-10-11,10,-,$172.5 mil.,Morgan Stanley
1630970,IPO,"Accelerated Pharma, Inc.","Westport, CT",,OTC BB,2016-10-11,4,-,$3.00 mil.,"Rodman & Renshaw LLC, Maxim Group LLC"
1649096,IPO,Clipper Realty Inc.,"Brooklyn, NY",CLPR,NYSE,2016-10-07,13.5,15.5,$126.7 mil.,"FBR, Raymond James, Janney Montgomery Scott, LLC, Wunderlich Securities"
1672750,IPO,"Mota Group, Inc.","San Jose, CA",MOTA,Nasdaq NM,2016-10-05,9.99,-,$7.48 mil.,"Joseph Gunnar & Co LLC, Axiom Capital Management, Inc."
1526125,IPO,GDS Holdings Ltd,"Shanghai, CHINA",GDS,Nasdaq NM,2016-10-04,12,14,$309.9 mil.,"Credit Suisse, J.P. Morgan, Citigroup, RBC Capital Markets, China Renaissance Securities, Credit Agricole CIB"
1677250,IPO,ZTO Express (Cayman) Inc.,"Shanghai, ",ZTO,NYSE,2016-09-30,16.5,18.5,"$1,533.9 mil.","Morgan Stanley, Goldman Sachs (Asia), China Renaissance Securities, Citigroup, Credit Suisse, J.P. Morgan"
1679082,IPO,Myovant Sciences Ltd.,"Hamilton, BERMUDA",MYOV,NYSE,2016-09-30,12,15,$224.3 mil.,"Citigroup, Cowen, Evercore ISI, Barclays Capital"
1666134,IPO,"BlackLine, Inc.","Woodland Hills, CA",BL,Nasdaq NM,2016-09-30,16,17,$168.1 mil.,"Goldman Sachs & Co., J.P. Morgan, Pacific Crest Securities, Raymond James, William Blair & Co., Baird"
1481512,IPO,"Ra Pharmaceuticals, Inc.","Cambridge, MA",RARX,Nasdaq NM,2016-09-30,12,14,$93.4 mil.,"Credit Suisse, Jefferies, BMO Capital Markets, SunTrust Robinson Humphrey"
1370702,IPO,"Quantenna Communications, Inc.","Fremont, CA",QTNA,Nasdaq NM,2016-09-29,14,16,$123.3 mil.,"Morgan Stanley, Barclays Capital, Deutsche Bank Securities, Needham & Company, William Blair & Co., Roth Capital Partners"
1682325,IPO,GTY Technology Holdings Inc.,"Las Vegas, NV",GTYHU,Nasdaq NM,2016-09-26,10,-,$460.0 mil.,"Citigroup, I-Bankers Securities, Inc."
1388658,IPO,"iRhythm Technologies, Inc.","San Francisco, CA",IRTC,Nasdaq NM,2016-09-23,13,15,$107.0 mil.,"J.P. Morgan, Morgan Stanley, Canaccord Genuity   , BTIG"
1680378,IPO,"SenesTech, Inc.","Flagstaff, AZ",SNES,Nasdaq NM,2016-09-21,9,11,$32.2 mil.,"Roth Capital Partners, Craig-Hallum Capital Group"
1529628,IPO,"Smart Sand, Inc.","The Woodlands, TX",SND,Nasdaq NM,2016-09-19,15,18,$219.7 mil.,"Credit Suisse, Goldman Sachs & Co., Jefferies, Simmons & Company International, Tudor, Pickering, Holt & Co., Deutsche Bank Securities"
1655020,IPO,"Extraction Oil & Gas, LLC","Denver, CO",XOG,Nasdaq NM,2016-09-14,15,18,$690.0 mil.,"Credit Suisse, Barclays Capital, Goldman Sachs & Co., Citigroup, KeyBanc Capital Markets, RBC Capital Markets, SunTrust Robinson Humphrey, Wells Fargo Advisors, ABN Amro Inc"
1607611,IPO,Vantage Energy Inc.,"Englewood, CO",VEI,NYSE,2016-09-13,-,-,$100.0 mil.,"Goldman Sachs & Co., Barclays Capital, Credit Suisse, Citigroup, J.P. Morgan, Wells Fargo Securities, BofA Securities, Capital One Securities, Deutsche Bank Securities, KeyBanc Capital Markets, SunTrust Robinson Humphrey, Tudor, Pickering, Holt & Co., ABN"
1427570,IPO,"Obalon Therapeutics, Inc.","Carlsbad, CA",OBLN,Nasdaq NM,2016-09-09,14,16,$92.0 mil.,"UBS Investment Bank, Canaccord Genuity   , Stifel, BTIG"
1438423,IPO,"Everspin Technologies, Inc.","Chandler, AZ",MRAM,Nasdaq NM,2016-09-09,11,13,$56.1 mil.,"Stifel, Needham & Company, Canaccord Genuity   , Craig-Hallum Capital Group"
1622345,IPO,"Polar Power, Inc.","Gardena, CA",POLA,Nasdaq NM,2016-09-09,7,8,$18.4 mil.,"Joseph Gunnar & Co LLC, Roth Capital Partners, Feltl and Company, Inc."
1674416,IPO,CRISPR Therapeutics AG,"Basel, SWITZERLAND",CRSP,Nasdaq NM,2016-09-09,15,17,$91.9 mil.,"Citigroup, Piper Jaffray, Barclays Capital, Guggenheim Securities"
1385867,IPO,Coupa Software Inc.,"San Mateo, CA",COUP,Nasdaq NM,2016-09-08,16,18,$153.2 mil.,"Morgan Stanley, J.P. Morgan, Barclays Capital, RBC Capital Markets, JMP Securities, Raymond James"
1679268,IPO,"Mammoth Energy Services, Inc.","Oklahoma City, OK",TUSK,Nasdaq NM,2016-09-02,15,18,$160.4 mil.,"Credit Suisse, Barclays Capital, Simmons & Company International, Raymond James, Tudor, Pickering, Holt & Co., UBS Investment Bank, Johnson Rice & Company, Stephens, Inc., Wunderlich Securities, PNC Capital Markets LLC"
1674930,IPO,"Fulgent Genetics, Inc.","Temple City, CA",FLGT,Nasdaq NM,2016-09-02,9,11,$53.1 mil.,"Credit Suisse, Piper Jaffray, Raymond James, BTIG"
1661181,IPO,Organogenesis Holdings Inc.,"Canton, MA",AHPAU,Nasdaq NM,2016-09-02,10,-,$300.0 mil.,Credit Suisse
1676479,IPO,"CapStar Financial Holdings, Inc.","Nashville, TN",CSTR,Nasdaq NM,2016-08-29,14.5,16.5,$46.1 mil.,"Keefe, Bruyette & Woods, Sandler, O Neill & Partners, Raymond James, Stephens, Inc."
1647338,IPO,Gridsum Holding Inc.,"Beijing, CHINA",GSUM,Nasdaq NM,2016-08-26,10.5,12.5,$93.8 mil.,"Goldman Sachs (Asia), Citigroup, Stifel"
1600033,IPO,"e.l.f. Beauty, Inc.","Oakland, CA",ELF,NYSE,2016-08-26,14,16,$153.3 mil.,"J.P. Morgan, Morgan Stanley, Piper Jaffray, Wells Fargo Securities, William Blair & Co., Cowen, BMO Capital Markets, Stifel, SunTrust Robinson Humphrey"
1419625,IPO,Apptio Inc,"Bellevue, WA",APTI,Nasdaq NM,2016-08-26,13,15,$103.5 mil.,"Goldman Sachs & Co., J.P. Morgan, BofA Securities, Barclays Capital, Jefferies, RBC Capital Markets, Pacific Crest Securities"
1467154,IPO,"Novan, Inc.","Durham, NC",NOVN,Nasdaq NM,2016-08-24,11,13,$60.0 mil.,"Piper Jaffray, JMP Securities, Wedbush PacGrow Life Sciences"
1671854,IPO,Saban Capital Acquisition Corp.,"Los Angeles, CA",SCACU,Nasdaq NM,2016-08-23,10,-,$230.0 mil.,"Deutsche Bank Securities, Goldman Sachs & Co."
1671933,IPO,"Trade Desk, Inc.","Ventura, CA",TTD,Nasdaq NM,2016-08-22,16,18,$96.6 mil.,"Citigroup, Jefferies, RBC Capital Markets, Needham & Company, Raymond James"
1649749,IPO,FB Financial Corp,"Nashville, TN",FBK,NYSE,2016-08-19,16,18,$121.8 mil.,"J.P. Morgan, UBS Investment Bank, Keefe, Bruyette & Woods, Raymond James, Sandler, O Neill & Partners"
1428369,IPO,"Thar Pharmaceuticals, Inc.","Pittsburgh, PA",THAR,Nasdaq NM,2016-08-19,-,-,$50.0 mil.,SunTrust Robinson Humphrey
1437352,IPO,"Everbridge, Inc.","Burlington, MA",EVBG,Nasdaq NM,2016-08-19,11,13,$112.1 mil.,"Credit Suisse, BofA Securities, Stifel, Pacific Crest Securities, Raymond James, Canaccord Genuity   , William Blair & Co."
1568079,IPO,PetroShare Corp.,"Englewood, CO",PRHR,NYSE,2016-08-12,-,-,$50.0 mil.,"Johnson Rice & Company, Seaport Global Securities"
1653242,IPO,Bank of N.T. Butterfield & Son Ltd,"Hamilton, BERMUDA",NTB,NYSE,2016-08-04,22,25,$305.9 mil.,"Goldman Sachs & Co., Citigroup, Sandler, O Neill & Partners, Keefe, Bruyette & Woods, Raymond James, Wells Fargo Securities"
1574969,IPO,Microphase Corp.,"Shelton, CT",,Nasdaq NM,2016-07-28,-,-,$11.5 mil.,Joseph Gunnar & Co LLC
1653558,IPO,"M I Acquisitions, Inc.","New York, NY",MACQ,Nasdaq NM,2016-07-26,10,-,$57.5 mil.,"Chardan Capital Markets, Maxim Group LLC"
1386965,IPO,Ironshore Inc.,"Hamilton, BERMUDA",,,2016-07-22,-,-,$100.0 mil.,"BofA Securities, Citigroup, J.P. Morgan, UBS Investment Bank"
1272842,IPO,"Airgain, Inc.","San Diego, CA",AIRG,Nasdaq NM,2016-07-15,9,10,$17.3 mil.,"Northland Capital Markets, Wunderlich Securities"
1533527,IPO,"Aegis Identity Software, Inc.","Englewood, CO",AIDM,Nasdaq NM,2016-07-13,5,-,$10.0 mil.,
1674657,IPO,Motif Bio plc,"New York, NY",MTFB,Nasdaq NM,2016-07-13,8.38,-,$40.3 mil.,"SunTrust Robinson Humphrey, Ladenburg Thalmann"
1604191,IPO,"AzurRx BioPharma, Inc.","Brooklyn, NY",AZRX,Nasdaq NM,2016-07-13,5.5,-,$5.00 mil.,"WallachBeth Capital, LLC, Network 1 Financial Securities, Inc."
1377121,IPO,"Protagonist Therapeutics, Inc.","Milpitas, CA",PTGX,Nasdaq NM,2016-07-11,11,13,$87.2 mil.,"SVB Leerink, Barclays Capital, BMO Capital Markets"
1275272,IPO,CBS Radio Inc.,"New York, NY",,,2016-07-08,-,-,$100.0 mil.,
1678463,IPO,"Forterra, Inc.","Irving, TX",FRTA,Nasdaq NM,2016-07-08,19,21,$444.8 mil.,"Goldman Sachs & Co., Citigroup, Credit Suisse"
36377,IPO,"First Hawaiian, Inc.","Honolulu, HI",FHB,Nasdaq NM,2016-07-08,21,23,$557.8 mil.,"Goldman Sachs & Co., BofA Securities, BNP PARIBAS, Barclays Capital, Credit Suisse, Deutsche Bank Securities, J.P. Morgan, Citigroup, Morgan Stanley, UBS Investment Bank"
1656589,IPO,FOTV Media Networks Inc.,"Beverly Hills, CA",FOTV,Nasdaq NM,2016-07-05,8,-,$34.5 mil.,"Bonwick Capital Partners LLC, Network 1 Financial Securities, Inc."
1665300,IPO,Stellar Acquisition III Inc.,"Athens, GREECE",STLRU,Nasdaq NM,2016-07-01,10,-,$74.8 mil.,"Maxim Group LLC, Chardan Capital Markets, Early Bird Capital"
1670592,IPO,"YETI Holdings, Inc.","Austin, TX",YETI,NYSE,2016-07-01,19,21,$483.0 mil.,"BofA Securities, Morgan Stanley, Baird, Piper Jaffray, Jefferies, Citigroup, Goldman Sachs & Co., KeyBanc Capital Markets, William Blair & Co., Raymond James, Stifel"
1669162,IPO,"Kinsale Capital Group, Inc.","Richmond, VT",KNSL,Nasdaq NM,2016-07-01,14,16,$110.4 mil.,"J.W. Barclay & Co., William Blair & Co., RBC Capital Markets"
1420520,IPO,Atomera Inc,"Los Gatos, CA",ATMR,Nasdaq NM,2016-06-30,7.5,-,$27.6 mil.,National Securities
1665988,IPO,Bioventus Inc.,"Durham,, NC",BIOV,Nasdaq NM,2016-06-30,16,18,$182.6 mil.,"J.P. Morgan, Piper Jaffray, Stifel, SVB Leerink"
1501432,IPO,Full Spectrum Inc.,"Sunnyvale, CA",FMAX,Nasdaq NM,2016-06-30,7,9,$17.3 mil.,Joseph Gunnar & Co LLC
1668105,IPO,Talend SA,"Suresnes, FRANCE",TLND,Nasdaq NM,2016-06-28,15,17,$102.6 mil.,"Goldman Sachs & Co., J.P. Morgan, Barclays Capital, Citigroup, William Blair & Co."
1668397,IPO,"Medpace Holdings, Inc.","Cincinnati, OH",MEDP,Nasdaq NM,2016-06-24,20,23,$185.2 mil.,"Jefferies, Credit Suisse, UBS Investment Bank, Wells Fargo Securities, Baird, William Blair & Co."
1622357,IPO,"Centennial Resource Development, Inc.","Denver, CO",CDEV,Nasdaq NM,2016-06-22,-,-,$100.0 mil.,"Credit Suisse, Barclays Capital"
1672985,IPO,Conyers Park Acquisition Corp.,"Greenwich, CT",CPAA,Nasdaq NM,2016-06-20,10,-,$402.5 mil.,"Deutsche Bank Securities, Goldman Sachs & Co., Cantor"
1672013,IPO,Acushnet Holdings Corp.,"Fairhaven, MA",GOLF,NYSE,2016-06-20,21,24,$533.6 mil.,"J.P. Morgan, Morgan Stanley, Nomura Securities, UBS Investment Bank, Credit Suisse, Daiwa Securities America Inc., Deutsche Bank Securities, Jefferies, Wells Fargo Securities"
1455684,IPO,"TPI Composites, Inc.","Scottsdale, AZ",TPIC,Nasdaq NM,2016-06-17,11,12,$86.3 mil.,"J.P. Morgan, Morgan Stanley, Cowen, Raymond James, Canaccord Genuity"
1425450,IPO,OrthoPediatrics Corp.,"Warsaw, IN",KIDS,Nasdaq NM,2016-06-16,12,14,$64.4 mil.,"Piper Jaffray, Stifel, William Blair & Co., BTIG"
1673193,IPO,TGLT S.A.,"City of Buenos Aires, ARGENTINA",TGLT,NYSE,2016-06-14,-,-,$50.0 mil.,"J.P. Morgan, Morgan Stanley, Santander, UBS Investment Bank"
1669779,IPO,"Camping World Holdings, Inc.","Lincolnshire, IL",CWH,NYSE,2016-06-13,21,23,$300.6 mil.,"Goldman Sachs & Co., J.P. Morgan, BofA Securities, Credit Suisse, Baird, KeyBanc Capital Markets, Wells Fargo Securities, Stephens, Inc."
1611820,IPO,LINE Corp,"Tokyo, JAPAN",LN,NYSE,2016-06-10,28.5,32.5,$822.3 mil.,"Morgan Stanley, Nomura Securities, Goldman Sachs (Asia), J.P. Morgan"
1557142,IPO,"Kadmon Holdings, LLC","New York, NY",KDMN,NYSE,2016-06-10,12,-,$115.0 mil.,"Citigroup, Jefferies, JMP Securities, H.C. Wainwright & Co."
1556263,IPO,"Syros Pharmaceuticals, Inc.","Cambridge, MA",SYRS,Nasdaq NM,2016-06-03,14,16,$73.6 mil.,"Cowen, Piper Jaffray, JMP Securities, Wedbush PacGrow Life Sciences"
1114995,IPO,Impinj Inc.,"Seattle, WA",PI,Nasdaq NM,2016-06-02,12,14,$74.1 mil.,"RBC Capital Markets, Pacific Crest Securities, Piper Jaffray, Needham & Company, Canaccord Genuity"
1643858,IPO,"Blue Coat, Inc.","Sunnyvale, CA",BLCT,NYSE,2016-06-02,-,-,$100.0 mil.,"Morgan Stanley, J.P. Morgan, Credit Suisse, Goldman Sachs & Co., Jefferies, UBS Investment Bank, RBC Capital Markets, Wells Fargo Securities, Cowen, Pacific Crest Securities, Piper Jaffray, William Blair & Co."
